3836.51,0.305753,1.41974,3112.89,-0.530717,1.45626,3502.61,-0.604108,1.05724,3694.27,-0.221168,0.627039,5.52171,0.754173,7.3571,1.79815,2.90744,5.38957,9.69146,3.60375,4.73159,0.496841,3.00937,9.11679,
3836.51,0.305753,1.41974,3112.89,-0.530717,1.45626,3502.61,-0.604108,1.05724,3694.27,-0.221168,0.627039,5.52171,0.754173,7.3571,1.79815,2.90744,5.38957,9.69146,3.60375,4.73159,0.496841,3.00937,9.11679,
3836.51,0.305753,1.41974,3112.89,-0.530717,1.45626,3502.61,-0.604108,1.05724,3694.27,-0.221168,0.627039,5.52171,0.754173,7.3571,1.79815,2.90744,5.38957,9.69146,3.60375,4.73159,0.496841,3.00937,9.11679,
3836.51,0.305753,1.41974,3112.89,-0.530717,1.45626,3502.61,-0.604108,1.05724,3694.27,-0.221168,0.627039,5.52171,0.754173,7.3571,1.79815,2.90744,5.38957,9.69146,3.60375,4.73159,0.496841,3.00937,9.11679,
3836.51,0.305753,1.41974,3112.89,-0.530717,1.45626,3502.61,-0.604108,1.05724,3694.27,-0.221168,0.627039,5.52171,0.754173,7.3571,1.79815,2.90744,5.38957,9.69146,3.60375,4.73159,0.496841,3.00937,9.11679,
3836.51,0.305753,1.41974,3112.89,-0.530717,1.45626,3502.61,-0.604108,1.05724,3694.27,-0.221168,0.627039,5.52171,0.754173,7.3571,1.79815,2.90744,5.38957,9.69146,3.60375,4.73159,0.496841,3.00937,9.11679,
3836.51,0.305753,1.41974,3112.89,-0.530717,1.45626,3502.61,-0.604108,1.05724,3694.27,-0.221168,0.627039,5.52171,0.754173,7.3571,1.79815,2.90744,5.38957,9.69146,3.60375,4.73159,0.496841,3.00937,9.11679,
3827.6,-0.734245,1.65673,3698.05,0.494613,0.285607,3522.35,-0.541264,0.622889,3517.59,0.762139,0.20737,7.95923,3.6466,3.11594,8.91446,0.999298,0.698569,8.57173,1.815,1.86499,7.26981,1.88324,8.98923,
3827.6,-0.734245,1.65673,3698.05,0.494613,0.285607,3522.35,-0.541264,0.622889,3517.59,0.762139,0.20737,7.95923,3.6466,3.11594,8.91446,0.999298,0.698569,8.57173,1.815,1.86499,7.26981,1.88324,8.98923,
3827.6,-0.734245,1.65673,3698.05,0.494613,0.285607,3522.35,-0.541264,0.622889,3517.59,0.762139,0.20737,7.95923,3.6466,3.11594,8.91446,0.999298,0.698569,8.57173,1.815,1.86499,7.26981,1.88324,8.98923,
3827.6,-0.734245,1.65673,3698.05,0.494613,0.285607,3522.35,-0.541264,0.622889,3517.59,0.762139,0.20737,7.95923,3.6466,3.11594,8.91446,0.999298,0.698569,8.57173,1.815,1.86499,7.26981,1.88324,8.98923,
3827.6,-0.734245,1.65673,3698.05,0.494613,0.285607,3522.35,-0.541264,0.622889,3517.59,0.762139,0.20737,7.95923,3.6466,3.11594,8.91446,0.999298,0.698569,8.57173,1.815,1.86499,7.26981,1.88324,8.98923,
3827.6,-0.734245,1.65673,3698.05,0.494613,0.285607,3522.35,-0.541264,0.622889,3517.59,0.762139,0.20737,7.95923,3.6466,3.11594,8.91446,0.999298,0.698569,8.57173,1.815,1.86499,7.26981,1.88324,8.98923,
3827.6,-0.734245,1.65673,3698.05,0.494613,0.285607,3522.35,-0.541264,0.622889,3517.59,0.762139,0.20737,7.95923,3.6466,3.11594,8.91446,0.999298,0.698569,8.57173,1.815,1.86499,7.26981,1.88324,8.98923,
3827.6,-0.734245,1.65673,3698.05,0.494613,0.285607,3522.35,-0.541264,0.622889,3517.59,0.762139,0.20737,7.95923,3.6466,3.11594,8.91446,0.999298,0.698569,8.57173,1.815,1.86499,7.26981,1.88324,8.98923,
3827.6,-0.734245,1.65673,3698.05,0.494613,0.285607,3522.35,-0.541264,0.622889,3517.59,0.762139,0.20737,7.95923,3.6466,3.11594,8.91446,0.999298,0.698569,8.57173,1.815,1.86499,7.26981,1.88324,8.98923,
3827.6,-0.734245,1.65673,3698.05,0.494613,0.285607,3522.35,-0.541264,0.622889,3517.59,0.762139,0.20737,7.95923,3.6466,3.11594,8.91446,0.999298,0.698569,8.57173,1.815,1.86499,7.26981,1.88324,8.98923,
3827.6,-0.734245,1.65673,3698.05,0.494613,0.285607,3522.35,-0.541264,0.622889,3517.59,0.762139,0.20737,7.95923,3.6466,3.11594,8.91446,0.999298,0.698569,8.57173,1.815,1.86499,7.26981,1.88324,8.98923,
3827.6,-0.734245,1.65673,3698.05,0.494613,0.285607,3522.35,-0.541264,0.622889,3517.59,0.762139,0.20737,7.95923,3.6466,3.11594,8.91446,0.999298,0.698569,8.57173,1.815,1.86499,7.26981,1.88324,8.98923,
3827.6,-0.734245,1.65673,3698.05,0.494613,0.285607,3522.35,-0.541264,0.622889,3517.59,0.762139,0.20737,7.95923,3.6466,3.11594,8.91446,0.999298,0.698569,8.57173,1.815,1.86499,7.26981,1.88324,8.98923,
3827.6,-0.734245,1.65673,3698.05,0.494613,0.285607,3522.35,-0.541264,0.622889,3517.59,0.762139,0.20737,7.95923,3.6466,3.11594,8.91446,0.999298,0.698569,8.57173,1.815,1.86499,7.26981,1.88324,8.98923,
3827.6,-0.734245,1.65673,3698.05,0.494613,0.285607,3522.35,-0.541264,0.622889,3517.59,0.762139,0.20737,7.95923,3.6466,3.11594,8.91446,0.999298,0.698569,8.57173,1.815,1.86499,7.26981,1.88324,8.98923,
