3.42568,3.1765,2.32374,2.2247,1.64852,0.628826,0.498712,0.448453,0.426145,0.336973,0.331864,0.272256,0.207831,0.194101,0.17969,0.169995,0.118973,0.111776,0.0486351,0.0211616,
4.53346,3.42568,3.1765,2.32374,2.2247,1.64852,0.628826,0.498712,0.448453,0.426145,0.336973,0.331864,0.325919,0.282022,0.272256,0.207831,0.194101,0.17969,0.169995,0.118563,
4.53346,3.42568,3.1765,2.32374,2.2247,1.64852,0.628826,0.595691,0.498712,0.448453,0.426145,0.366741,0.336973,0.331864,0.325919,0.282022,0.272256,0.257305,0.230981,0.207831,
4.53346,3.42568,3.1765,2.32374,2.2247,1.64852,1.2972,0.628826,0.595691,0.498712,0.448453,0.426145,0.366741,0.366389,0.336973,0.331864,0.325919,0.282022,0.233587,0.145315,
4.53346,3.42568,3.1765,2.32374,2.2247,1.64852,1.2972,1.16459,0.628826,0.595691,0.498712,0.448453,0.426145,0.366741,0.366389,0.336973,0.331864,0.22203,0.145147,0.135987,
4.53346,3.42568,3.1765,2.32374,2.2247,1.64852,1.57761,1.31808,1.2972,1.16459,1.12306,0.628826,0.595691,0.535442,0.498712,0.448453,0.426145,0.366741,0.366389,0.336973,
4.53346,3.42568,3.1765,2.747,2.32374,2.2247,1.64852,1.57761,1.38491,1.31808,1.2972,1.16459,1.12306,1.03953,0.915847,0.628826,0.595691,0.535442,0.498712,0.448453,
4.53346,3.61327,3.42568,3.1765,2.747,2.32374,2.2247,1.64852,1.57761,1.38491,1.31808,1.2972,1.16459,1.12306,1.03953,0.915847,0.628826,0.539621,0.242176,0.236402,
4.53346,3.61327,3.42568,3.1765,2.747,2.32374,2.2247,1.64852,1.57761,1.38491,1.31808,1.2972,1.16459,1.12306,1.03953,1.01246,0.955885,0.915847,0.177528,0.164513,
4.53346,3.61327,3.42568,3.1765,2.747,2.32374,2.2247,1.64852,1.57761,1.38491,1.31808,1.2972,1.16459,1.12306,1.11895,1.03953,1.01246,0.503775,0.374126,0.0563607,
4.53346,3.61327,3.42568,3.1765,2.747,2.32374,2.2247,1.64852,1.57761,1.38491,1.31808,1.2972,1.16459,1.12306,1.11895,1.03953,0.460849,0.42942,0.329413,0.170714,
4.53346,3.61327,3.42568,3.1765,2.747,2.32374,2.2247,1.64852,1.57761,1.38491,1.31808,1.2972,1.16459,1.12306,1.11895,1.03953,0.767699,0.550615,0.502356,0.334746,
4.53346,3.61327,3.42568,3.1765,2.747,2.32374,2.2247,1.64852,1.57761,1.38491,1.31808,1.2972,1.16459,1.12306,1.11895,1.08665,1.03953,0.936909,0.602946,0.122306,
4.53346,3.61327,3.42568,3.1765,2.747,2.32374,2.2247,1.64852,1.57761,1.38491,1.31808,1.2972,1.16459,1.12306,1.11895,1.08665,0.48754,0.233682,0.183095,0.150526,
4.53346,3.61327,3.42568,3.1765,2.747,2.32374,2.2247,1.64852,1.57761,1.51218,1.38491,1.31808,1.2972,1.16459,1.12306,1.11895,1.09066,1.08665,0.388819,0.218886,
