4.53346,3.61327,3.42568,3.1765,2.747,2.32374,2.2247,1.64852,1.57761,1.51218,1.38491,1.31808,1.2972,1.16459,1.12306,1.11895,0.804977,0.565146,0.126244,0.108471,
4.53346,3.61327,3.42568,3.1765,2.747,2.32374,2.2247,1.64852,1.57761,1.51218,1.38491,1.31808,1.2972,1.16459,1.12306,1.11895,0.152248,0.147368,0.120395,0.0930324,
4.53346,3.61327,3.42568,3.1765,2.747,2.32374,2.2247,1.64852,1.57761,1.51218,1.38491,1.31808,1.2972,1.16459,1.12306,1.11895,0.414757,0.265153,0.150584,0.127236,
4.53346,3.61327,3.42568,3.1765,2.747,2.32374,2.2247,1.8626,1.64852,1.5805,1.57761,1.51218,1.38491,1.31808,1.2972,1.16459,1.12306,1.11895,0.555062,0.477245,
4.53346,3.61327,3.42568,3.1765,2.747,2.32374,2.2247,1.8626,1.64852,1.5805,1.57761,1.51218,1.38491,1.31808,1.2972,1.19577,1.16459,0.737412,0.43804,0.189015,
4.53346,3.61327,3.42568,3.1765,2.747,2.62206,2.32374,2.2247,1.8626,1.64852,1.5805,1.57761,1.51218,1.38491,1.31808,1.2972,1.19577,0.304253,0.159281,0.127252,
4.53346,3.61327,3.42568,3.1765,2.747,2.62206,2.59496,2.32374,2.2247,1.8626,1.64852,1.5805,1.57761,1.51218,1.38491,1.31808,1.2972,0.301143,0.120129,0.0986464,
4.53346,3.61327,3.42568,3.1765,2.747,2.62206,2.59496,2.32374,2.2247,2.20003,1.8626,1.64852,1.5805,1.57761,1.51218,1.38491,1.31808,0.652585,0.514691,0.237519,
4.53346,3.61327,3.42568,3.1765,3.05512,2.747,2.62206,2.59496,2.32374,2.2247,2.20003,1.8626,1.64852,1.5805,1.57761,1.51218,1.38491,0.499882,0.261234,0.176335,
4.53346,3.61327,3.42568,3.1765,3.05512,2.747,2.62206,2.59496,2.32374,2.2247,2.20003,1.8626,1.64852,1.5805,1.57761,1.51218,0.592824,0.449971,0.178249,0.0728632,
4.53346,3.61327,3.42568,3.1765,3.05512,2.747,2.62206,2.59496,2.55846,2.32374,2.2247,2.20003,1.8626,1.64852,1.5805,1.57761,1.51218,0.531699,0.376368,0.223818,
5.55968,4.53346,3.61327,3.42568,3.1765,3.05512,2.747,2.62206,2.59496,2.55846,2.32374,2.2247,2.20003,1.8626,1.64852,1.5805,1.57761,0.25132,0.221458,0.117966,
5.55968,4.73917,4.53346,3.61327,3.43388,3.42568,3.1765,3.05512,2.747,2.62206,2.59496,2.55846,2.32374,2.2247,2.20003,2.00411,1.8626,1.64852,1.5805,0.467561,
5.55968,4.88879,4.73917,4.53346,3.61327,3.43388,3.42568,3.1765,3.05512,2.747,2.62206,2.59496,2.55846,2.32374,2.2247,2.20003,2.00411,0.943955,0.82899,0.284529,
5.55968,4.88879,4.73917,4.53346,3.97738,3.61327,3.43388,3.42568,3.1765,3.05512,2.747,2.62206,2.59496,2.55846,2.32374,2.2247,2.20003,0.507413,0.4457,0.358395,
